23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_2,Happy,5
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_2,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_2,Happy,5
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_2,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_2,Sad,2
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Happy,5
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
23-06-2025 16:42,Person_1,Sad,2
